Ball #,BallName,IO Type,X,Y,Interface,Notes
P55,VSS,GND,-9750,-19107.2,Power,
R12,VSS,GND,7469.4,-18801.9,Power,
R17,VSS,GND,5509.4,-18801.9,Power,
R22,VSS,GND,3549.4,-18801.9,Power,
R27,VSS,GND,1589.4,-18801.9,Power,
R32,VSS,GND,-370.6,-18801.9,Power,
R37,VSS,GND,-2330.6,-18801.9,Power,
R44,VSS,GND,-5301.3,-18668.9,Power,
R48,VSS,GND,-6983.6,-18782.2,Power,
R58,VSS,GND,-10919.6,-18782.2,Power,
T1,VSS,GND,11940,-18443.8,Power,
T3,VSS,GND,11290,-18443.8,Power,
T11,VSS,GND,8032.9,-18476.9,Power,
T16,VSS,GND,6072.9,-18476.9,Power,
T21,VSS,GND,4112.9,-18476.9,Power,
T26,VSS,GND,2152.9,-18476.9,Power,
T31,VSS,GND,192.9,-18476.9,Power,
T35,VSS,GND,-1767.1,-18476.9,Power,
T40,VSS,GND,-3473.4,-18371,Power,
T52,VSS,GND,-8202.6,-18285,Power,
U16,VSS,GND,6072.9,-17826.9,Power,
U21,VSS,GND,4112.9,-17826.9,Power,
U26,VSS,GND,2152.9,-17826.9,Power,
U31,VSS,GND,192.9,-17826.9,Power,
U35,VSS,GND,-1767.1,-17826.9,Power,
U44,VSS,GND,-5179,-18022.7,Power,
U46,VSS,GND,-5892,-17804.8,Power,
V3,VSS,GND,11290,-17793.8,Power,
V40,VSS,GND,-3473.4,-17498.8,Power,
V41,VSS,GND,-4123.4,-17784,Power,
V51,VSS,GND,-8152.8,-17447.7,Power,
V55,VSS,GND,-9750,-17462.8,Power,
V58,VSS,GND,-10919.6,-17787.8,Power,
W1,VSS,GND,11940,-17143.8,Power,
W11,VSS,GND,8032.9,-17176.9,Power,
W16,VSS,GND,6072.9,-17176.9,Power,
W21,VSS,GND,4112.9,-17176.9,Power,
W26,VSS,GND,2152.9,-17176.9,Power,
W31,VSS,GND,192.9,-17176.9,Power,
W35,VSS,GND,-1767.1,-17176.9,Power,
W44,VSS,GND,-5179,-17372.7,Power,
Y4,VSS,GND,10727,-16818.8,Power,
Y12,VSS,GND,7469.4,-16851.9,Power,
Y17,VSS,GND,5509.4,-16851.9,Power,
Y22,VSS,GND,3549.4,-16851.9,Power,
Y27,VSS,GND,1589.4,-16851.9,Power,
Y32,VSS,GND,-370.6,-16851.9,Power,
Y37,VSS,GND,-2330.6,-16851.9,Power,
Y45,VSS,GND,-5596.8,-16872.3,Power,
Y47,VSS,GND,-6592.4,-16879.2,Power,
Y49,VSS,GND,-7331.4,-16786.1,Power,
Y54,VSS,GND,-9236.2,-16813.9,Power,
AA11,VSS,GND,8032.9,-16526.9,Power,
AA21,VSS,GND,4112.9,-16526.9,Power,
AA26,VSS,GND,2152.9,-16526.9,Power,
AA31,VSS,GND,192.9,-16526.9,Power,
AA35,VSS,GND,-1767.1,-16526.9,Power,
AA40,VSS,GND,-3473.4,-16421,Power,
AA44,VSS,GND,-5071,-16488.9,Power,
AA57,VSS,GND,-10442,-16488.9,Power,
AA59,VSS,GND,-11377,-16488.9,Power,
AB16,VSS,GND,6072.9,-15876.9,Power,
AB21,VSS,GND,4112.9,-15876.9,Power,
AB26,VSS,GND,2152.9,-15876.9,Power,
AB31,VSS,GND,192.9,-15876.9,Power,
AB35,VSS,GND,-1767.1,-15876.9,Power,
AB54,VSS,GND,-9236.2,-16163.9,Power,
AC4,VSS,GND,10727,-15518.8,Power,
AC6,VSS,GND,10038.2,-15488.8,Power,
AC8,VSS,GND,9388.2,-15488.8,Power,
AC40,VSS,GND,-3529,-15565,Power,
AC44,VSS,GND,-5179,-15605.1,Power,
AC51,VSS,GND,-8152.8,-15530.1,Power,
AC55,VSS,GND,-9750,-15515,Power,
AD21,VSS,GND,4112.9,-15226.9,Power,
AD26,VSS,GND,2152.9,-15226.9,Power,
AD31,VSS,GND,192.9,-15226.9,Power,
AD35,VSS,GND,-1767.1,-15226.9,Power,
AD46,VSS,GND,-5882.2,-15190,Power,
AD48,VSS,GND,-6983.6,-15190,Power,
AD58,VSS,GND,-10919.6,-15190,Power,
AE9,VSS,GND,8738.2,-14637.8,Power,
AE12,VSS,GND,7469.4,-14901.9,Power,
AE17,VSS,GND,5509.4,-14901.9,Power,
AE22,VSS,GND,3549.4,-14901.9,Power,
AE27,VSS,GND,1589.4,-14901.9,Power,
AE32,VSS,GND,-370.6,-14901.9,Power,
AE37,VSS,GND,-2330.6,-14901.9,Power,
AE40,VSS,GND,-3529,-14915,Power,
AE44,VSS,GND,-5102.8,-14692.8,Power,
AE52,VSS,GND,-8202.6,-14692.8,Power,
AF4,VSS,GND,10727,-14218.8,Power,
AF46,VSS,GND,-5892,-14212.6,Power,
AG1,VSS,GND,11940,-13893.8,Power,
AG51,VSS,GND,-8152.8,-13855.5,Power,
AG55,VSS,GND,-9750,-13870.6,Power,
AG58,VSS,GND,-10919.6,-14195.6,Power,
AH9,VSS,GND,8738.2,-13786.8,Power,
AJ3,VSS,GND,11290,-13243.8,Power,
AJ41,VSS,GND,-4123.4,-13234,Power,
AJ47,VSS,GND,-6592.4,-13287,Power,
AJ49,VSS,GND,-7331.4,-13193.9,Power,
AJ54,VSS,GND,-9236.2,-13221.7,Power,
AK4,VSS,GND,10727,-12918.8,Power,
AK9,VSS,GND,8738.2,-12935.8,Power,
AK20,VSS,GND,4492.9,-12951.9,Power,
AK25,VSS,GND,2490.9,-12951.9,Power,
AK30,VSS,GND,488.9,-12951.9,Power,
AK37,VSS,GND,-2514.1,-12951.9,Power,
AK57,VSS,GND,-10442,-12896.7,Power,
AK59,VSS,GND,-11377,-12896.7,Power,
AL4,VSS,GND,10727,-12268.8,Power,
AL15,VSS,GND,6494.9,-12517.9,Power,
AL17,VSS,GND,5493.9,-12301.9,Power,
AL22,VSS,GND,3491.9,-12301.9,Power,
AL41,VSS,GND,-4123.4,-12584,Power,
AL54,VSS,GND,-9236.2,-12571.7,Power,
AM3,VSS,GND,11290,-11943.8,Power,
AM9,VSS,GND,8738.2,-12084.8,Power,
AM11,VSS,GND,8113.8,-11884.9,Power,
AM51,VSS,GND,-8152.8,-11937.9,Power,
AM55,VSS,GND,-9750,-11922.8,Power,
AN17,VSS,GND,5493.9,-11651.9,Power,
AN40,VSS,GND,-3512.1,-11651.9,Power,
AN46,VSS,GND,-5882.2,-11597.8,Power,
AN48,VSS,GND,-6983.6,-11597.8,Power,
AN58,VSS,GND,-10919.6,-11597.8,Power,
AP1,VSS,GND,11940,-11293.8,Power,
AP9,VSS,GND,8738.2,-11233.8,Power,
AP15,VSS,GND,6439.9,-11217.9,Power,
AP20,VSS,GND,4492.9,-11001.9,Power,
AP22,VSS,GND,3491.9,-11001.9,Power,
AP25,VSS,GND,2490.9,-11001.9,Power,
AP35,VSS,GND,-1513.1,-11001.9,Power,
AP51,VSS,GND,-8152.8,-11257.7,Power,
AP55,VSS,GND,-9750,-11272.8,Power,
AR4,VSS,GND,10727,-10968.8,Power,
AR54,VSS,GND,-9236.2,-10623.9,Power,
AT6,VSS,GND,10038.2,-10382.8,Power,
AT8,VSS,GND,9388.2,-10382.8,Power,
AT47,VSS,GND,-6428,-10298.9,Power,
AT57,VSS,GND,-10442,-10298.9,Power,
AT59,VSS,GND,-11377,-10298.9,Power,
AU54,VSS,GND,-9236.2,-9973.9,Power,
AV4,VSS,GND,10727,-9668.8,Power,
AV9,VSS,GND,8738.2,-9531.8,Power,
AV11,VSS,GND,8088.2,-9531.8,Power,
AW1,VSS,GND,11940,-9343.8,Power,
AW14,VSS,GND,6946.7,-9106.3,Power,
AW51,VSS,GND,-8152.8,-9340.1,Power,
AW55,VSS,GND,-9750,-9325,Power,
AY1,VSS,GND,11940,-8693.8,Power,
AY9,VSS,GND,8738.2,-8680.8,Power,
AY43,VSS,GND,-4678.6,-9000,Power,
AY46,VSS,GND,-5882.2,-9000,Power,
AY48,VSS,GND,-6983.6,-9000,Power,
AY51,VSS,GND,-8152.8,-8659.9,Power,

AY55,VSS,GND,-9750,-8675,Power,
AY58,VSS,GND,-10919.6,-9000,Power,
BA4,VSS,GND,10727,-8368.8,Power,
BB6,VSS,GND,10038.2,-7829.8,Power,
BB8,VSS,GND,9388.2,-7829.8,Power,
BB9,VSS,GND,8738.2,-7829.8,Power,
BB12,VSS,GND,7438.2,-7829.8,Power,
BB54,VSS,GND,-9236.2,-8026.1,Power,
BC14,VSS,GND,6946.7,-7404.3,Power,
BC47,VSS,GND,-6428,-7701.1,Power,
BC57,VSS,GND,-10442,-7701.1,Power,
BC59,VSS,GND,-11377,-7701.1,Power,
BD4,VSS,GND,10727,-7068.8,Power,
BD54,VSS,GND,-9236.2,-7376.1,Power,
BE1,VSS,GND,11940,-6743.8,Power,
BE9,VSS,GND,8738.2,-6978.8,Power,
BE12,VSS,GND,7438.2,-6978.8,Power,
BE51,VSS,GND,-8152.8,-6742.3,Power,
BE55,VSS,GND,-9750,-6727.2,Power,
BF46,VSS,GND,-5882.2,-6402.2,Power,
BF48,VSS,GND,-6983.6,-6402.2,Power,
BF58,VSS,GND,-10919.6,-6402.2,Power,
BG1,VSS,GND,11940,-6093.8,Power,
BG9,VSS,GND,8738.2,-6127.8,Power,
BG12,VSS,GND,7438.2,-6127.8,Power,
BG44,VSS,GND,-5102.8,-5905,Power,
BG52,VSS,GND,-8202.6,-5905,Power,
BH4,VSS,GND,10727,-5768.8,Power,
BH46,VSS,GND,-5882.2,-5407.8,Power,
BH48,VSS,GND,-6983.6,-5407.8,Power,
BH58,VSS,GND,-10919.6,-5407.8,Power,
BJ6,VSS,GND,10038.2,-5276.8,Power,
BJ8,VSS,GND,9388.2,-5276.8,Power,
BJ9,VSS,GND,8738.2,-5276.8,Power,
BJ51,VSS,GND,-8152.8,-5067.7,Power,
BJ55,VSS,GND,-9750,-5082.8,Power,
BL4,VSS,GND,10727,-4468.8,Power,
BL9,VSS,GND,8738.2,-4425.8,Power,
BL11,VSS,GND,8088.2,-4425.8,Power,
BL54,VSS,GND,-9236.2,-4433.9,Power,
BM1,VSS,GND,11940,-4143.8,Power,
BM14,VSS,GND,6946.7,-4000.3,Power,
BM47,VSS,GND,-6425,-4106,Power,
BM57,VSS,GND,-10442,-4108.9,Power,
BM59,VSS,GND,-11377,-4108.9,Power,
BN1,VSS,GND,11940,-3493.8,Power,
BN9,VSS,GND,8738.2,-3574.8,Power,
BN54,VSS,GND,-9236.2,-3783.9,Power,
BP4,VSS,GND,10727,-3168.8,Power,
BP51,VSS,GND,-8152.8,-3150.1,Power,
BP55,VSS,GND,-9750,-3135,Power,
BR6,VSS,GND,10038.2,-2723.8,Power,
BR8,VSS,GND,9388.2,-2723.8,Power,
BR9,VSS,GND,8738.2,-2723.8,Power,
BR43,VSS,GND,-4678.6,-2810,Power,
BR46,VSS,GND,-5882.2,-2810,Power,
BR48,VSS,GND,-6983.6,-2810,Power,
BR58,VSS,GND,-10919.6,-2810,Power,
BT4,VSS,GND,10727,-2518.8,Power,
BT51,VSS,GND,-8152.8,-2469.9,Power,
BT55,VSS,GND,-9750,-2485,Power,
BU9,VSS,GND,8738.2,-1872.8,Power,
BU54,VSS,GND,-9236.2,-1836.1,Power,
BV1,VSS,GND,11940,-1543.8,Power,
BV47,VSS,GND,-6428,-1511.1,Power,
BV57,VSS,GND,-10442,-1511.1,Power,
BV59,VSS,GND,-11377,-1511.1,Power,
BW4,VSS,GND,10727,-1218.8,Power,
BW9,VSS,GND,8738.2,-1021.8,Power,
BW54,VSS,GND,-9236.2,-1186.1,Power,
BY3,VSS,GND,11290,-893.8,Power,
CA14,VSS,GND,6946.7,-596.3,Power,
CA43,VSS,GND,-4678.6,-212.2,Power,
CA46,VSS,GND,-5882.2,-212.2,Power,
CA48,VSS,GND,-6983.6,-212.2,Power,
CA51,VSS,GND,-8152.8,-552.3,Power,
CA55,VSS,GND,-9750,-537.2,Power,
CA58,VSS,GND,-10919.6,-212.2,Power,
CB4,VSS,GND,10727,81.2,Power,
CB6,VSS,GND,10038.2,-170.8,Power,
CB8,VSS,GND,9388.2,-170.8,Power,
CB9,VSS,GND,8738.2,-170.8,Power,
CC1,VSS,GND,11940,406.2,Power,
CC52,VSS,GND,-8202.6,285,Power,
CD46,VSS,GND,-5892,765.2,Power,
CD58,VSS,GND,-10919.6,782.2,Power,
CE51,VSS,GND,-8152.8,1122.3,Power,
CE55,VSS,GND,-9750,1107.2,Power,
CF47,VSS,GND,-6592.4,1690.8,Power,
CF49,VSS,GND,-7331.4,1783.9,Power,
CF54,VSS,GND,-9236.2,1756.1,Power,
CG57,VSS,GND,-10442,2081.1,Power,
CG59,VSS,GND,-11377,2081.1,Power,
CH6,VSS,GND,10038.2,2382.2,Power,
CH8,VSS,GND,9388.2,2382.2,Power,
CH9,VSS,GND,8738.2,2382.2,Power,
CH11,VSS,GND,8088.2,2382.2,Power,
CH12,VSS,GND,7438.2,2382.2,Power,
CH54,VSS,GND,-9236.2,2406.1,Power,
CJ4,VSS,GND,10727,2681.2,Power,
CJ14,VSS,GND,6946.7,2807.7,Power,
CJ44,VSS,GND,-5179,2964.9,Power,
CK1,VSS,GND,11940,3006.2,Power,
CK3,VSS,GND,11290,3006.2,Power,
CK43,VSS,GND,-4678.6,3380,Power,
CK46,VSS,GND,-5882.2,3380,Power,
CK48,VSS,GND,-6983.6,3380,Power,
CK51,VSS,GND,-8152.8,3039.9,Power,
CK55,VSS,GND,-9750,3055,Power,
CK58,VSS,GND,-10919.6,3380,Power,
CM52,VSS,GND,-8202.6,3877.2,Power,
CN46,VSS,GND,-5892,4357.4,Power,
CN58,VSS,GND,-10919.6,4374.4,Power,
CP51,VSS,GND,-8152.8,4714.5,Power,
CP55,VSS,GND,-9750,4699.4,Power,
CR43,VSS,GND,-4651.4,5176.5,Power,
CR47,VSS,GND,-6592.4,5283,Power,
CR49,VSS,GND,-7331.4,5376.1,Power,
CR54,VSS,GND,-9236.2,5348.3,Power,
CT6,VSS,GND,10038.2,5786.2,Power,
CT8,VSS,GND,9388.2,5786.2,Power,
CT9,VSS,GND,8738.2,5786.2,Power,
CT11,VSS,GND,8088.2,5786.2,Power,
CT57,VSS,GND,-10442,5673.3,Power,
CT59,VSS,GND,-11377,5673.3,Power,
CU4,VSS,GND,10727,5931.2,Power,
CU54,VSS,GND,-9236.2,5998.3,Power,
CV14,VSS,GND,6946.7,6211.7,Power,
CW43,VSS,GND,-4678.6,6972.2,Power,
CW46,VSS,GND,-5882.2,6972.2,Power,
CW48,VSS,GND,-6983.6,6972.2,Power,
CW51,VSS,GND,-8152.8,6632.1,Power,
CW55,VSS,GND,-9750,6647.2,Power,
CW58,VSS,GND,-10919.6,6972.2,Power,
CY51,VSS,GND,-8152.8,7312.3,Power,
CY55,VSS,GND,-9750,7297.2,Power,
DA6,VSS,GND,10038.2,7488.2,Power,
DA8,VSS,GND,9388.2,7488.2,Power,
DA9,VSS,GND,8738.2,7488.2,Power,
DA11,VSS,GND,8088.2,7488.2,Power,
DA12,VSS,GND,7438.2,7488.2,Power,
DB4,VSS,GND,10727,7881.2,Power,
DB14,VSS,GND,6946.7,7913.7,Power,
DB54,VSS,GND,-9236.2,7946.1,Power,
DC47,VSS,GND,-6428,8271.1,Power,
DC54,VSS,GND,-9236.2,8596.1,Power,
DC57,VSS,GND,-10442,8271.1,Power,
DC59,VSS,GND,-11377,8271.1,Power,
DE44,VSS,GND,-5179,9154.9,Power,
DE51,VSS,GND,-8152.8,9229.9,Power,
DE55,VSS,GND,-9750,9245,Power,
DF43,VSS,GND,-4678.6,9570,Power,
DF46,VSS,GND,-5882.2,9570,Power,
DF48,VSS,GND,-6983.6,9570,Power,
DF58,VSS,GND,-10919.6,9570,Power,
DG6,VSS,GND,10038.2,10041.2,Power,
DG8,VSS,GND,9388.2,10041.2,Power,
DG9,VSS,GND,8738.2,10041.2,Power,
DG11,VSS,GND,8088.2,10041.2,Power,
DG12,VSS,GND,7438.2,10041.2,Power,
DG51,VSS,GND,-8152.8,9910.1,Power,
DG55,VSS,GND,-9750,9895,Power,
DH4,VSS,GND,10727,10481.2,Power,
DH54,VSS,GND,-9236.2,10543.9,Power,
DJ47,VSS,GND,-6428,10868.9,Power,
DJ57,VSS,GND,-10442,10868.9,Power,
DJ59,VSS,GND,-11377,10868.9,Power,
DK14,VSS,GND,6746.7,11320.7,Power,
DK54,VSS,GND,-9236.2,11193.9,Power,
DL10,VSS,GND,8538.2,11746.2,Power,
DL11,VSS,GND,7888.2,11746.2,Power,
DL13,VSS,GND,7238.2,11746.2,Power,
DM4,VSS,GND,10883.2,11986.2,Power,
DM6,VSS,GND,9933,11986.2,Power,
DM41,VSS,GND,-3917.4,11801.4,Power,
DM46,VSS,GND,-5882.2,12167.8,Power,
DM48,VSS,GND,-6983.6,12167.8,Power,
DM51,VSS,GND,-8152.8,11827.7,Power,
DM55,VSS,GND,-9750,11842.8,Power,
DM58,VSS,GND,-10919.6,12167.8,Power,
DM61,VSS,GND,-11940,12167.8,Power,
DN8,VSS,GND,9188.2,12597.2,Power,
DN13,VSS,GND,7238.2,12597.2,Power,
DN40,VSS,GND,-3425.9,12226.9,Power,
DP46,VSS,GND,-5867.4,12822.4,Power,
DP49,VSS,GND,-7167.4,12822.4,Power,
DT8,VSS,GND,9188.2,13448.2,Power,
DT13,VSS,GND,7238.2,13448.2,Power,
DT52,VSS,GND,-8467.4,13503.4,Power,
DV4,VSS,GND,10883.2,14456.4,Power,
DV6,VSS,GND,9933,14456.4,Power,
DV8,VSS,GND,9188.2,14299.2,Power,
DV13,VSS,GND,7238.2,14299.2,Power,
DV44,VSS,GND,-5217.4,14354.4,Power,
DV49,VSS,GND,-7167.4,14354.4,Power,
DV56,VSS,GND,-9932.5,14327.1,Power,
DV58,VSS,GND,-10883.2,14327.1,Power,
DW14,VSS,GND,6746.7,14724.7,Power,
DW25,VSS,GND,2591.7,14765.9,Power,
DW35,VSS,GND,-1412.3,14765.9,Power,
DY8,VSS,GND,9188.2,15150.2,Power,
DY13,VSS,GND,7238.2,15150.2,Power,
DY33,VSS,GND,-911.8,15180.9,Power,
DY36,VSS,GND,-1912.8,15180.9,Power,
DY38,VSS,GND,-2913.8,15180.9,Power,
DY52,VSS,GND,-8467.4,15205.4,Power,
EB8,VSS,GND,9188.2,16001.2,Power,
EB13,VSS,GND,7238.2,16001.2,Power,
EB26,VSS,GND,2091.2,15830.9,Power,
EB31,VSS,GND,89.2,15830.9,Power,
EC21,VSS,GND,4093.2,16480.9,Power,
EC28,VSS,GND,1090.2,16480.9,Power,
ED4,VSS,GND,10883.2,16926.6,Power,
ED6,VSS,GND,9933,16926.6,Power,
ED8,VSS,GND,9188.2,16852.2,Power,
ED13,VSS,GND,7238.2,16852.2,Power,
ED56,VSS,GND,-9932.5,16805.3,Power,
ED58,VSS,GND,-10883.2,16805.3,Power,
ED60,VSS,GND,-11558.2,16805.3,Power,
EE16,VSS,GND,6095.2,17130.9,Power,
EE43,VSS,GND,-4915.8,17130.9,Power,
EE51,VSS,GND,-7918.8,17130.9,Power,
EF8,VSS,GND,9188.2,17703.2,Power,
EF13,VSS,GND,7238.2,17703.2,Power,
EH8,VSS,GND,9188.2,18554.2,Power,
EH13,VSS,GND,7238.2,18554.2,Power,
EK21,VSS,GND,4093.2,19080.9,Power,
EK28,VSS,GND,1090.2,19080.9,Power,
EK36,VSS,GND,-1912.8,19080.9,Power,
EK43,VSS,GND,-4915.8,19080.9,Power,
EK51,VSS,GND,-7918.8,19080.9,Power,
EK56,VSS,GND,-9932.5,19308.5,Power,
EK58,VSS,GND,-10883.2,19308.5,Power,
EL4,VSS,GND,10883.2,19421.8,Power,
EL6,VSS,GND,9933,19421.8,Power,
EL8,VSS,GND,9188.2,19405.2,Power,
EL13,VSS,GND,7238.2,19405.2,Power,
EN8,VSS,GND,9188.2,20256.2,Power,
EN13,VSS,GND,7238.2,20256.2,Power,
EP14,VSS,GND,6746.7,20681.7,Power,
ER1,VSS,GND,11940,21373.5,Power,
ER3,VSS,GND,11290,21373.5,Power,
ER8,VSS,GND,9188.2,21107.2,Power,
ER13,VSS,GND,7238.2,21107.2,Power,
ER21,VSS,GND,4093.2,21030.9,Power,
ER28,VSS,GND,1090.2,21030.9,Power,
ER36,VSS,GND,-1912.8,21030.9,Power,
ER43,VSS,GND,-4915.8,21030.9,Power,
ER51,VSS,GND,-7918.8,21030.9,Power,
ER61,VSS,GND,-11940,21380,Power,
EU8,VSS,GND,9140.2,21943.2,Power,
EU11,VSS,GND,8095.2,22035.3,Power,
EU56,VSS,GND,-10073.8,21807.5,Power,
EU58,VSS,GND,-10986.9,21948.8,Power,
EV4,VSS,GND,10662,22511.8,Power,
EV14,VSS,GND,6803.6,22432.9,Power,
EV20,VSS,GND,4330.9,22432.9,Power,
EV26,VSS,GND,1807.2,22432.9,Power,
EV33,VSS,GND,-671,22432.9,Power,
EV39,VSS,GND,-3149.2,22432.9,Power,
EV45,VSS,GND,-5627.4,22432.9,Power,
EV52,VSS,GND,-8268.4,22432.9,Power,
EV59,VSS,GND,-11311.9,22511.8,Power,
EW61,VSS,GND,-11940,22680,Power,
EY3,VSS,GND,11312,23162,Power,
EY4,VSS,GND,10662,23162,Power,
EY6,VSS,GND,10011.8,23161.9,Power,
EY9,VSS,GND,8658.4,23030.3,Power,
EY14,VSS,GND,6803.6,23383.1,Power,
EY20,VSS,GND,4333.4,23383.1,Power,
EY26,VSS,GND,1827.2,23383.1,Power,
EY33,VSS,GND,-651,23383.1,Power,
EY39,VSS,GND,-3129.2,23383.1,Power,
EY45,VSS,GND,-5607.4,23383.1,Power,
EY52,VSS,GND,-8248.4,23383.1,Power,
EY56,VSS,GND,-10011.8,23162,Power,
EY58,VSS,GND,-10662,23162,Power,
EY59,VSS,GND,-11312,23162,Power,
FA7,VSS,GND,9448.8,23486.9,Power,
FA40,VSS,GND,-3716.4,23662.2,Power,
FB1,VSS,GND,11940,23980.5,Power,
FB14,VSS,GND,6801.1,24114.9,Power,
FB26,VSS,GND,1827.2,24058.1,Power,
FB42,VSS,GND,-4330,23958.8,Power,
FB48,VSS,GND,-6870,23958.8,Power,
FB59,VSS,GND,-11312,23812,Power,
FB61,VSS,GND,-11940,23980,Power,
FC2,VSS,GND,11480,24440,Power,
FC55,VSS,GND,-9530,24440,Power,
FC56,VSS,GND,-10180,24440,Power,
FC58,VSS,GND,-10830,24440,Power,
FC60,VSS,GND,-11480.5,24440,Power,
CAMERA
A55,CSI_RCOMP,Analog,-9530,-24440,Camera,
B54,CSI_RCOMP,Analog,-9361.4,-23810.3,Camera,
AD41,CSI_D_DP[1]/CSI_C_DP[2],I,-4123.4,-15184,Camera,
AB41,CSI_D_DN[1]/CSI_C_DN[2],I,-4123.4,-15834,Camera,
AG41,CSI_D_DP[0]/CSI_C_DP[3],I,-4123.4,-13884,Camera,
AF41,CSI_D_DN[0]/CSI_C_DN[3],I,-4123.4,-14534,Camera,
J41,CSI_D_CLK_P,I,-4123.4,-21034,Camera,
L41,CSI_D_CLK_N,I,-4123.4,-20384,Camera,
P44,CSI_C_DP[1],I,-5301.3,-19318.9,Camera,
M44,CSI_C_DN[1],I,-5301.3,-19968.9,Camera,
T41,CSI_C_DP[0],I,-4123.4,-18434,Camera,
P41,CSI_C_DN[0],I,-4123.4,-19084,Camera,
J44,CSI_C_CLK_P,I,-5301.3,-21268.9,Camera,
K44,CSI_C_CLK_N,I,-5301.3,-20618.9,Camera,

W41,CSI_B_DP[1],I,-4123.4,-17134,Camera,
AA41,CSI_B_DN[1],I,-4123.4,-16484,Camera,
C38,CSI_B_DP[0],I,-2974,-23790,Camera,
A38,CSI_B_DN[0],I,-2974,-24440,Camera,
G39,CSI_B_CLK_P,I,-3136,-21840,Camera,
F39,CSI_B_CLK_N,I,-3136,-22490,Camera,
C36,CSI_A_DP[1]/CSI_B_DP[2],I,-2005,-23790,Camera,
A36,CSI_A_DN[1]/CSI_B_DN[2],I,-2005,-24440,Camera,
G37,CSI_A_DP[0]/CSI_B_DP[3],I,-2570.5,-22165,Camera,
E37,CSI_A_DN[0]/CSI_B_DN[3],I,-2570.5,-22815,Camera,
F36,CSI_A_CLK_P,I,-2005,-22490,Camera,
G36,CSI_A_CLK_N,I,-2005,-21840,Camera,
DISPLAY
AF32,DISP_UTILS_2,O,-512.1,-14251.9,Display,
DJ1,DISP_UTILS_1,O,11940,10806.2,Display,
AP6,DDIB_TXP[3],O,10038.2,-11233.8,Display,
AM6,DDIB_TXP[2],O,10038.2,-12084.8,Display,
AK6,DDIB_TXP[1],O,10038.2,-12935.8,Display,
AH6,DDIB_TXP[0],O,10038.2,-13786.8,Display,
AP8,DDIB_TXN[3],O,9388.2,-11233.8,Display,
AM8,DDIB_TXN[2],O,9388.2,-12084.8,Display,
AK8,DDIB_TXN[1],O,9388.2,-12935.8,Display,
AH8,DDIB_TXN[0],O,9388.2,-13786.8,Display,
AL1,DDIB_RCOMP,Analog,11940,-12593.8,Display,
AE6,DDIB_AUXP,I/O,10038.2,-14637.8,Display,
AE8,DDIB_AUXN,I/O,9388.2,-14637.8,Display,

W3,DDIA_TXP[3],O,11290,-17143.8,Display,
AA1,DDIA_TXP[2],O,11940,-16493.8,Display,
AB3,DDIA_TXP[1],O,11290,-15843.8,Display,
AF1,DDIA_TXP[0],O,11940,-14543.8,Display,
AA3,DDIA_TXN[3],O,11290,-16493.8,Display,
AB1,DDIA_TXN[2],O,11940,-15843.8,Display,
AD3,DDIA_TXN[1],O,11290,-15193.8,Display,
AD1,DDIA_TXN[0],O,11940,-15193.8,Display,
AJ1,DDIA_RCOMP,Analog,11940,-13243.8,Display,
AF3,DDIA_AUXP,I/O,11290,-14543.8,Display,
AG3,DDIA_AUXN,I/O,11290,-13893.8,Display,
PCIEX8
C33,PCIEX8_TX_P[7],O,-755.6,-23790,PCIE,
J33,PCIEX8_TX_P[6],O,-755.6,-21190,PCIE,
C30,PCIEX8_TX_P[5],O,544.4,-23790,PCIE,
J30,PCIEX8_TX_P[4],O,544.4,-21190,PCIE,
C26,PCIEX8_TX_P[3],O,1844.4,-23790,PCIE,
J26,PCIEX8_TX_P[2],O,1844.4,-21190,PCIE,
C23,PCIEX8_TX_P[1],O,3144.4,-23790,PCIE,
J23,PCIEX8_TX_P[0],O,3144.4,-21190,PCIE,
D33,PCIEX8_TX_N[7],O,-755.6,-23140,PCIE,
G33,PCIEX8_TX_N[6],O,-755.6,-21840,PCIE,
D30,PCIEX8_TX_N[5],O,544.4,-23140,PCIE,
G30,PCIEX8_TX_N[4],O,544.4,-21840,PCIE,
D26,PCIEX8_TX_N[3],O,1844.4,-23140,PCIE,
G26,PCIEX8_TX_N[2],O,1844.4,-21840,PCIE,
D23,PCIEX8_TX_N[1],O,3144.4,-23140,PCIE,
G23,PCIEX8_TX_N[0],O,3144.4,-21840,PCIE,

M39,PCIEX8_RX_P[7],I,-3109.1,-19877,PCIE,
U37,PCIEX8_RX_P[6],I,-2330.6,-18151.9,PCIE,
AA37,PCIEX8_RX_P[5],I,-2330.6,-16201.9,PCIE,
U32,PCIEX8_RX_P[4],I,-370.6,-18151.9,PCIE,
AA32,PCIEX8_RX_P[3],I,-370.6,-16201.9,PCIE,
M29,PCIEX8_RX_P[2],I,810.9,-19877,PCIE,
U27,PCIEX8_RX_P[1],I,1589.4,-18151.9,PCIE,
AA27,PCIEX8_RX_P[0],I,1589.4,-16201.9,PCIE,
M37,PCIEX8_RX_N[7],I,-2459.1,-19877,PCIE,
V37,PCIEX8_RX_N[6],I,-2330.6,-17501.9,PCIE,
AC37,PCIEX8_RX_N[5],I,-2330.6,-15551.9,PCIE,
V32,PCIEX8_RX_N[4],I,-370.6,-17501.9,PCIE,
